Location,link,writer,time,text
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJRP52CiBFw78BLvUFDRvCRFHoZuVzrdUrWXum6iCfIrpvoVw=w43-h43-p-rp-mo-br100,moegee12,2 years ago,"I was there 12:30 noon waited 6 hours to go inside  another 2 hours to see the doctor i did couple X-rays
I had broken arm all i got is arm holder  left hospital around 11 pm …"
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjW1Lp2v9MBMMjOxYOXc9hZ9WPzGab4SQA5eJeskZ5hU57xojzU3=w43-h43-p-rp-mo-br100,Iatimad Janah,6 months ago,The waiting in emergency is horrible more than 10 hours for a baby
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocImU3wj3bEYKiSpDt9h9x_vLMPuL6Cqxf7mLVmkOSvuCnctMQ=w43-h43-p-rp-mo-br100,Rubyvic Garcia,a month ago,"Receptionist is rude, she is not approachable!"
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJQS69541MYncbK_3utbqYGo7JCDvZr7M1tYKvOWPC0qWFpM9Wd=w43-h43-p-rp-mo-ba3-br100,ahmet gencer,4 years ago,I ended at emergency and recieved an excellent care from everyone. I do not remember their names but I wont forget smiling faces with exceptional quality of service manners. …
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXjG_XkEYv_ooFvM6ZU322qYDUX10ftaAmMw5c7yfzlwX3x4hc=w43-h43-p-rp-mo-br100,joshua,4 years ago,"been here multiple times lol, guess i’ve got bad luck, but based off my experience it’s more a place you go for a broken leg or just to get stabilized for more serious injuries which is understandable because that’s kind of it purpose. but thank you all for your service through COVID-19 outbreak???????? …"
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJoV3LBQ5m6--sd7SPO9tcrLRf7DXGHBOOpEZ_0jbsRgkYOM-w=w43-h43-p-rp-mo-ba3-br100,Dianna C,a year ago,. They took such great care of my Dad. Amazing hospital and staff. Grateful this is where is is
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJq5JVR8moT7xBncYK6ayhCcdb0BcuZ0SAfaT7C2muTUpXuxg=w43-h43-p-rp-mo-br100,donald Vuong,4 years ago,My grandma fell and fractured her r arm recently.  She was treated professionally by the nurse and doctor throughout her ordeal. Thanks so much folks ?? ????.. …
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjWB73_scO_Gj_c1ApI39juUwPV1WvnXOIQoMFZovnNLBr7jggEgYw=w43-h43-p-rp-mo-br100,star bubblebutt,5 years ago,"Very nice doctors are nurses, being treated very well here. Good place to go. I highly recommend this place. Thank you Sturgeon for being so nice and everything ?? …"
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXMaJIePWVTbh3Ov2NKgMfRbf1cIwhdtCzSO-3V3Il6PsJLO-Ad=w43-h43-p-rp-mo-ba5-br100,Paul Stojanovic,6 years ago,Great hospital and great staff. I agree that facility is not fully updated in some areas but when you have staff that nice all the time facility is not even important.
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjW8hNlig4By2z2zSH_smVe0rFHEeyjGqaxznuDTgAE2yJed3Dez=w43-h43-p-rp-mo-br100,George Williams,8 years ago,"Took great care of me. I shattered my elbow. The surgeon nurses even the cleaning staff, really do an outstanding job."
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXXJoIw32ls0EfjaEv3XL0EtCrAz7k0n9Yn3wlA-k441c7WJQQ=w43-h43-p-rp-mo-br100,Alberta Helping Animals Society,7 years ago,"I had two day surgeries here and everyone, from pre-admission clinic to laboratory to diagnostic imaging to day surgery, was friendly, caring, and cheerful."
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJq3MHLcxe--igrwAfcsV9YxDX9F4___XynooxrrHW3FjS3MQ=w43-h43-p-rp-mo-br100,Lionel Forcade,2 years ago,"I went for day surgery today.
Staff and doctors were fantastic, great work everyone.
Thankyou ???? …"
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjVkK7PgP1TW5E5PaEvM2E5eTH0IAXdn-BM6_ZWjTOXWJnLPNhPy=w43-h43-p-rp-mo-ba5-br100,Red Purse Reviews,6 months ago,There must be a serious bug going around.  Busy emerg
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXiD2SRsPNjBm-VhpW_TWMn3cayC5Ez6Gpm1un-YALMMQ5Q_FYxnw=w43-h43-p-rp-mo-br100,Saira Ali,8 years ago,All the staff members are very careing..our stay with my first baby was very comfortable therr..
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocKyDfF6CPtiUvpzmrhQ_7DlYNDZngBNKHB06uTVHVsfWg7GYA=w43-h43-p-rp-mo-br100,Axel Brooks,5 years ago,My favorite hospital.  I don't like going to hospitals but this place is the best.  Only one I go to if need be.
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocIoOO9cBCY0Rq72HweqOvhcp4bS5JIfGz6zBY7NcwJVitx0FA=w43-h43-p-rp-mo-ba4-br100,Brian Waddell,3 years ago,Every nurse and doctor are so empathetic and caring. Phenomenal patient care.
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJQ_Hw5DzYIa-KTHwXO1FTk-8DSICUG1QLxjfgVDQJXeDyxWg=w43-h43-p-rp-mo-br100,Corrie Takken,2 months ago,Wonderful hospital
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjUEnKKTRscOVmn2NVJBsVXO4KSgtQVfxg-t1FWEmN2tmqlr3DE1=w43-h43-p-rp-mo-ba8-br100,Kev P,7 years ago,Slow service. Need more staff.
"Sturgeon Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJDrtD25f4leLoRS7GdjG2AK5dgLa-DxSr7PlpHNcnEVcuCAQ=w43-h43-p-rp-mo-br100,G Singh,6 years ago,Great team work
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocIKw0T3PUrNo2xRWSGxHK_f7lYyt4DATMKKs2v_Eer9I36DUg=w43-h43-p-rp-mo-ba3-br100,Joanna R,2 weeks ago,"My husband needed to be looked after here for a couple of weeks, and we were impressed.
The UAH had a sense of a place where there was hope, some hospitals feel like a …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjUlfYc5OfpzqyaXdDVSLqGbC1WGcNO6yn1EoxrHCgWRYYsGfghH=w43-h43-p-rp-mo-ba8-br100,Adam Rogers,a year ago,"My Mom has been here for six weeks waiting on placement in a long-term care facility. Although it is very much a Geriatric Purgatory, it could be worse. The wide-open atrarium-like spaces between the buildings are wonderful, but the tiny …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjWFmW_apRKH9HayYZ1ZylL066Km7FqTJhMfNbul50nmJekr2ck8XQ=w43-h43-p-rp-mo-ba4-br100,Scott J Douglas,a month ago,"I had a snowmobile accident in 2004, and was sent here by air ambulance for 2 months! Had a 12 hour back surgery, and a 7 hour pelvic surgery the next day! The service I received was absolutely phenomenal! I give a 10/10 for Good care I received, and the team of surgeons and staff that gave me a second chance at life!"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjV2yaB1qXQfuGmC7AxCk4m07hq-OBQJjJtvaQZ5Fz8ifYsaGrgs=w43-h43-p-rp-mo-br100,dave behm,3 months ago,"Surgery was successful, the recovery nurse Shannon was fantastic! Great talking and joking with her. Day staff was as good, we laughed and joked with one another. It was one of the best stays in hospital ever. If you don't have to stay the …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjVG8DQDeQ2yjWd8KF1guRCoAv-IzkiXaLLFsfjWPL9Vtmw7fwFz=w43-h43-p-rp-mo-br100,Michael G. Korthuis (Kuri0us G3orge),a week ago,"I have been in the psychiatric side of things for a bit now, and I feel because of this, they are not taking my other major health care concerns seriously... …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXRxVnTEkUkvzag4sraybTUXsMNsJCMrzkyZ4shGEG1Yc7WUO_P=w43-h43-p-rp-mo-ba5-br100,Michael Brassard,a month ago,"You always hear people complain about long wait times, slow service etc. I can honestly say that has never been my experience there.  I've always found the staff to be friendly, and most importantly helpful.  A little tip: kindness and …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjVWWTLFQ830oasJBU8cAmsmabRT-5Ij0YE9AHz876EMH7X8r5Y3nA=w43-h43-p-rp-mo-ba8-br100,Kirk Dewhurst,5 years ago,"Great care and attentive service from all the staff we met.  I brought my father in for day surgery, reduction of the prostrate and kidney stone break up.  He will stay overnight to make sure his urine is clear. He came out of surgery into …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocLU14qBDfo86MaKqCVsaEXsrASCqdKRNT7Uq0LFHH3lQeskwA=w43-h43-p-rp-mo-ba2-br100,Brad Hudson,a month ago,"They had me sleeping in a hallway by a nurse station for three days. I had to refuse medicine to get them to find me a room. The room wasnt any better, and the nurses didnt do anything about the noise any night I was there, I never slept …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjU5bemORDCz5zyvxd-5syWl0qS2eH7GgviZpALZo20d0IktQX38cA=w43-h43-p-rp-mo-br100,Kara Dejong-Roberts,4 months ago,"There are some amazing people here; but I have never been able to really move on from an ER trip.
I hadn't eaten in a bit due to pain, and was quite thin; with that, I was …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocK2tQxhOBS7iPB_8-f2wWGCpMRFl4vBcIsMPqbFa-ZTyKTjhg=w43-h43-p-rp-mo-ba3-br100,Heather P,2 months ago,"I'm beyond blessed by the Cardio nurses and doctors I've had over the last 2-3 days! Thank you for taking my concerns seriously!!! I had 100% blockage of my left artery... Surgery was successful! The searing, burning pain in my lungs …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjU1qWlo3IOnzFrYuZN56EGmOYMlFR95sH4yWpXEXBdEjxiwuIza=w43-h43-p-rp-mo-br100,Viv,2 months ago,I had heart surgery here. The care was fantastic. One night a nurse came and woke me up as I wasn't breathing properly. Within minutes he had me breathing properly. …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocKt0LLHLqh-XYO18KPWeOUd2orUg3aaXb1z-dUPsaKnJ1eQGQ=w43-h43-p-rp-mo-br100,Kristen Fregene,3 months ago,"I understand being overworked and understaffed but it doesn’t make any excuses for rude behaviour I witnessed to other patients. After 10 plus hour wait times for my friend to be Xrayed after likely breaking an ankle, you grow very …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocLRo2zxymFp4n5CjdzoGpLaJ4js38nbGwyT-banbB7lNv22Eg=w43-h43-p-rp-mo-br100,Andrea Hayward,5 months ago,This Hospital is the worst. They make people wait a very long time to see the doctor. Only to be put in a room that is dirty and nasty. Not only that we been here the whole day. We are both hungry haven't eaten anything since 3:30pm. Goes …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJfOObYNUGWsEboilg6kzp4Yf2lvmyrkKiD3CCNqcUyV94juw=w43-h43-p-rp-mo-br100,Carmen Aksidan,6 months ago,I am a life long Edmontonian without a doctor who avoids hospital visits at all costs due to wait times. Today I found myself with no choice but to go to emergency.  I went to U of A Emergency and was pleasantly surprised by the service I …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocIRXWY7Tw68k9Yp4TgCOX_NA4CSQLY2AJA3ZkiSjZ3l2FCknA=w43-h43-p-rp-mo-ba4-br100,T T,2 years ago,"Amazing, caring staff. If you ever have medical needs, this is the place to come.  The nurses are wonderfully responsive (so long as you are kind to them). They have a variety of talented specialists you wouldn't think a city the size of Edmonton would attract. We are lucky to have such a great facility."
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocLePtHBeFBrWAO6FPcNPMo6-VCWAHjQeA2ywdLqK_JFEWsRgnk=w43-h43-p-rp-mo-br100,Darcy Barry,5 months ago,Stars air ambulance came in while I was out side a lady filmed it she did a great job and so did the ambulance out saving another life thank you for them University hospital your staff are very pleasant and so nice to me I like that it feels good to be treated nice thank you again !!
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjX6QvIG8FQI3ypAP-R0t_w4IcJmDNzdc-83QAG9wWHOkYzysTgGmg=w43-h43-p-rp-mo-br100,rajesh kumar jesrani,3 months ago,One of the best hospital with highly skilled people. Every one is highly professional with nice and friendly atmosphere.
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocL5S19i3qxqcW9vfVcA_bkaq72uTzr1ZYztCCBJtZw9W8LOUw=w43-h43-p-rp-mo-br100,Penny Currie,3 months ago,"My dad was in an vehicle accident and ended up passing away from his injuries. I live in another province and called the U of A to see how he was doing, and was told by H. Wang, who answered my call, to coordinate with my siblings who would …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXkS55x2u_vhTYaQDLIyeRsqbdICQCXBNntw2UzF5DX-rbKppfM=w43-h43-p-rp-mo-ba5-br100,Michael Mataanda,a year ago,"Tylene was very nice to us, friendly, loving, caring and everything you can imagine. All the nurses were very friendly. Thanks a lot and you guys are the best"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocLLw1wsq741E_Z4fUz2fro9uzGRhlzgMOE2z9hspbLjtRdN19k=w43-h43-p-rp-mo-br100,Honestly Yours,2 months ago,"The U. of A. Hospital's Psychiatric Ward was truly a terrible place to be in.  I honestly had one of the most horrible experiences of my life there.  The doctors and nurses there truly do not care about the physical, emotional, and …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJ_rAxMdnSrZT2Z5lBsyqWQ6fkro1GYHSEJasYrAYGUsskUtw=w43-h43-p-rp-mo-br100,Chloe Collin,5 months ago,I am so pissed and not pleased at all! I went into the hospital on July 3rd at 6pm for being in extreme pain from the lump in my neck and going in there and asking to get one specific test that I was told to go in and ask for. I spent until …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjVmtaQyr_gl75YiQIM6_TdhiRyg9bIaM2TK5usbQHG_BhzvZok=w43-h43-p-rp-mo-ba7-br100,Shamas Arshad,5 years ago,"Emergency wait time should be managed.
Most of the time it's too much to wait to see the Dr. Inspite of this the Satff particularly Nurses provide excellent services to their patients without any …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocLnX0rZijMV6z2vdmMx2qG66AQU4W0SRZ6IiCdGtOuCtgO88g=w43-h43-p-rp-mo-br100,Jordan S,8 months ago,"I'm a 23 year old with chronic conditions and one of the major ones being Cirrhosis that led to liver failure. In January I felt something was ""off"" so I went in and got told my blood was low but that was it so I got blood and sent home, I …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjX55v2K1gZSPOgF52GQ7Y4SacJQZUjnmT7-GZSKXlwloM40sEtF=w43-h43-p-rp-mo-ba4-br100,Ryan Newton,2 months ago,Who ever put  There a 3 Star hospital i thinks rediculous! There A 10 Star To me. I was a Alcoholic For years Got Sober in Vancouver Had a Slip up.  And Moved to Edmonton went on a Bender While I was Sober Again. They were So patient With …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjUo5JX4SjPOvMxqlmTE7rN_3OMdXKI-vfzl9VUka5GXRlykkEFqUQ=w43-h43-p-rp-mo-ba2-br100,Tsz Kong Chan,6 months ago,"My wife suffers from high blood pressure. Her blood pressure suddenly rose last Sunday, and she was admitted to the university hospital. Because her blood pressure was too high, in the brain blood vessel ruptured. After surgery, she was …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocK251FSCzTazujbjmKQIjF2Mh0XgMvA_NIWTybqUrDJkZfYRggf=w43-h43-p-rp-mo-ba6-br100,Henrique Ferreira,6 years ago,"Great Hospital! There are pretty much all medical specialities in this facility! The Doctors and Staff are very good, very polite and welcoming!
As you can see in the pictures the facility is very big! …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjVNVivcimmwWHz-0TNy_mBiVb1dym0iHmla4w3hEvP8sxPiQ5Fq=w43-h43-p-rp-mo-ba3-br100,joe john,6 months ago,Unfortunately spent a few day in U of A hospital the past weekend. And although the system and staff are overworked and overwhelmed it was alot better than I thought it would be. Every employee of the hospital I came in contact with was …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjX1etHpJ0IDbE0U9DnW4JtZb3b3pUXQ1TuE86s-m7Qltjxc7sGd=w43-h43-p-rp-mo-br100,Todzia Aird,5 months ago,"We had a male nurse in Emergency, Paul, he did not speak at all?! Didn’t give us info, didn’t answer questions, the most bizarre nurse ever!!! …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocKXchF3AuidfiVl4N1NNk1qP4ceDCwD2XiW48Pomy0Q9FQWSQ=w43-h43-p-rp-mo-br100,Terah S,4 months ago,I’m giving three stars because this is not all their fault however when you bring in a person who has symptoms of a heart attack and the wait is an hour and a half the most do you think you would wait before anything is done is that hour …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjU8k_OPHNeKQrq3vJHnPBHttcWc3LEAHQdODRW1GN8afSpql7gY=w43-h43-p-rp-mo-ba4-br100,ghazal dastournejad,a month ago,"Wonderful health care system . Caring nurses, the hospital is always clean . The only place that I can say it’s dirty would be the entrance right infront of the LRT station."
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJuKkS4SaSd4p7DivBBn9Xjcg8dDa7nu_UOhMlv4FercOJwSQ=w43-h43-p-rp-mo-br100,Samantha Langlet,8 months ago,"The  wait time was crazy! 14 and a half hours total. I had severe abdominal pain, I was in tears. 9 hours in the waiting room then 3 hours in a second waiting room. I was brought into a a bed and waiting another hour for the doctor. Then 1 …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocLWa6iD_AchQEctb0AziIs3lDRZyFJA4AbZ9Nie6VovpWs09w=w43-h43-p-rp-mo-ba3-br100,Nick Boyle,9 months ago,"I was here brought here on Wednesday February 21st with back problems. The waiting room and wait time is something to be desired, waited over ten hours to be seen. When I was eventually seen by the nursing staff and doctor I completely …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjWQHnxOjk38cB83T-PYNrV8h32h9kQGBfjO8V3b2W3y4N1YkAHs=w43-h43-p-rp-mo-br100,xatin waisy,6 months ago,"my son had seizures may 26 I was in stollery children emergency hospital for 9 hours  waiting ,I ask them I have been here for 9 hours why nobody  seeing my son he told me we have sicker patients than him,I told them my son had seizures …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjUig11OfDFNJai0drXLBuQQMdiM6fyKd2EuQvSW3TqPjov1TIk=w43-h43-p-rp-mo-br100,Helvet 666,a year ago,I went in to the emergency room because I was having chest pains and an extremely high blood pressure and heart rate.  I have pre-existing heart conditions so I was very concerned.  Within five minutes I had an EKG done which showed I …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXIjbAbP2SaR5W6ac0XA769VMzqX6vhRZWRK8_Jto4I0Vygim4=w43-h43-p-rp-mo-ba2-br100,Josh Haughton,3 years ago,"The ER is broken. While waiting hours in the ER I had a full blown gallstone attacked and none of the staff would help. Two nearby EPS officers were even concerned and asked the staff to do something, I could hear them respond ""as long as …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjUgpbPUqKwKz_7I8YRjBiinJxaLcW0XHeccKBR-K1KD8UhJJCQ=w43-h43-p-rp-mo-br100,Emily Richardson,a month ago,Got treated like a homeless person wich is so sad of them to do... like come on guys not everyone is struggling on the streets have some sympathy for everyone no matter their situation
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocLyA7-sUtDVzYOPxZjTozW4rqk0eZz1i6kKcw7ikhZeePg_Bg=w43-h43-p-rp-mo-br100,Ayan Ali Ismael,9 months ago,"Worst hospital ever. The nurses and Unit clerks at the emergency room will put your down low on the list just because you've asked them once or twice, where you stand in the cue. They hide their names, by posting pictures or other designs …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocLJkxHLwZC_MqJXLVOuJ6hxOQVlgevTPBKFWDEq1labfY1F3Q=w43-h43-p-rp-mo-ba4-br100,Taylor D,9 months ago,"I can't thank the nurses, doctors and all the staff here enough. I woke up with extreme abdominal pain I knew was appendicitis, my mother had to drive me to the hospital at 4am and all the staff from admission to surgery to discharge were extremely kind to me and my mom. Everyone's kindness made the experience 100x more bearable"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocKiqvwUullAQh_CIUzj1bU8T0cGTgjL8vOGIKbEe2nWMJVdTg=w43-h43-p-rp-mo-br100,???????? ??????,11 months ago,"Yesterday evening I had an operation in this hospital, the food is good and some of the nurses are good and friendly, they come and check my condition, but one of them, when I specifically called, turned off the call and came with a very …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJeGJB-Ypl0asYVzZalMWeH6M8aqPZ1h_UQGBb7GHcKrYbj7w=w43-h43-p-rp-mo-br100,Cindy Anne Kooy-Hogg,5 months ago,We were in the emergency area for 8 hours before Bo was admitted.  The Nurses in the Orthopedic wing were amazing … thank you for your care and compassion
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocI0mmiyazspzJrXeCOT0_CLnviBlsvGsf-yqXhCGclwcvAF_Q=w43-h43-p-rp-mo-br100,wonderfull daddy,a year ago,"We have been here for 5 hours. I had a question about the Wait time. Triage nurses was VERY RUDE. Has no sympathy or empathy for the patients. The one I had question from, treated me like a baby and I am in my 70’s.should be trained better …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocKfJae8Qzc5wPdNxdReVK5Z8jLtW7a1r33uc6wNoBcDZG-OTA=w43-h43-p-rp-mo-br100,TJ R,8 months ago,"Not all reviews I’m sure here are happy with stories that have happy endings.

This one doesn’t have a happy ending however this is about the team. The team in …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocIqj8xv2H3F0lkih1dDJ5f-lhm_E55lkjITdc7Q_nFW3ML5wg=w43-h43-p-rp-mo-ba4-br100,Val CARDINAL,a month ago,"ordered Breakfast , took forever to make
and the eggs were gross, as well as the hash brown's,  The Chef was not professional and a crappy cook ?? …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocI2Tb_0J8dQk9xLiEokzsOyVm0sN6V0PdXtJhelH6zAxnFWFg=w43-h43-p-rp-mo-br100,M P,2 months ago,It’s dated and showing signs of the healthcare issues this country has. During many major surgeries and stays over 2 years these people have been nothing short of the best.
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJvxxjL3aNVhoXCzdqJOo_aAynrhiTsP25ekYZMe8RqiIt9Cw=w43-h43-p-rp-mo-br100,Raegen Turko,8 months ago,"They have their own contracted out parking enforcement who are crooked . These guys see sick people trying to use the pay kiosk to pay & offer no assistance & when you try to find other forms of transit to the hospital , it’s dangerous & …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocIUv3myTZ57-t4HdTPtyqOvFUxdv4NFL-vaPdC2l3tjKfLs3w=w43-h43-p-rp-mo-br100,Lucas Szpil,6 months ago,I was told this staff members name is Ken and Jennifer and Ken is a charge nurse sometimes …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocId1xBz7xiDBXv6F14RZS4jdIXC9gFQkvGOHjVEMvrGijGmZw=w43-h43-p-rp-mo-br100,Paul Funk,6 months ago,Absolutely love these guys went in on tuesday i believe it was the 30th of last month ..had to file for a free voucher cause i Absolutely do not have 3grand for emergency dental work ...got my xray exam and extraction aka tooth pull .they …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjW1ZazqihGBuqcIA4JXGvu3If7Jk3WwHNQH5LWkcgu_t2qHyTy2=w43-h43-p-rp-mo-ba4-br100,D S,9 months ago,This hospital is dirty and filled with inefficiencies. It appears to be understaffed. …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjVhVAcmkAyN1y7nWxFUeXhEzc5ngHQeXgkfJA7TYZEp__D1mvNymw=w43-h43-p-rp-mo-br100,Debbie Blair,8 months ago,Best hospital in the City! So fortunate to have it here. Staff are wonderful. Nurses exceptional. They do the best they can under the circumstances of the challenges they have with the health care system as it is in Alberta.
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjUUFzkiAK6nKJ2NKXM0ZGLIucrIQPwuzcFopMuM1y5xcLfrgFfL=w43-h43-p-rp-mo-br100,Brian Hagel,a year ago,"A recent gall bladder attack had me spend 4 days here and all I can say that everyone I met was phenomenal. The people that took me to all of my tests, the nurses who did the tests, the doctors, all the nurses in 3E3; Drew and everyone …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjVQb7xOQzDTs3ayJ6BSY360Kxb6eoaP0hm1gWnXoSeSl03cgaUG=w43-h43-p-rp-mo-ba2-br100,Vin Calkins,8 months ago,Went to e.r with urgent note from doctor inregards to heart attack from early am hours. Was Made to sit n wait in waiting room for hours on end.  Shouldn't heart issues have priority??  Sad sad establishment.. no better than the royal Alex hospital.. I'd honestly say they were equal p.o.s hospitals
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXNBiW5prDlSFXWoFxmKdh54HL7EJT06YK0Xx7iDeS0yt7B7PsgwQ=w43-h43-p-rp-mo-ba3-br100,s Newton,11 months ago,Words cannot express the gratitude my family and I feel for the amazing staff at this hospital.  My husband suffered a near fatal heart attack and was air lifted here from.yellowknife …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJ-jLOesxD2aUsicBbD1VLRBYNGSJSf78VimgzLbYWUcXz7OQ=w43-h43-p-rp-mo-br100,Susanna Stahl,6 months ago,My stay at the university was awesome....even tho I'm not somebody that likes hospitals ??...the service is great I gotta say the hospital knows how to do there job ..keep up the great work everybody  ..ur doing awesome ?? …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjV_pALgkLXX32Z7HbG9XEJCTSFotDx2a1UmFBPyUqoVZNGvFQQ=w43-h43-p-rp-mo-br100,em,9 months ago,I've had friends in the mental department go through physch work with Dr Chau. I cannot believe this doctor still has a license. She tells her patients that are going through difficult mental health issues that they have to deal with their …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjVuvxAP6fLdgjxt99IkG_SThR5FlrfEuy0-0PBZaUq-tvW4HxqC=w43-h43-p-rp-mo-br100,chat wiliam,8 months ago,"horrible, worst hospital i’ve been too. came in with a fractured knee spent  7 hours in agony got no pain medication, no help, no asking how i’m doing, asked for how long it would be and was chewed out by the receptionist or nurse who ever …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocI4RdGDLz8A5Kr6-spfxTj7hgYXm-9Wo5UTEHBNrhH9HLcaWQ=w43-h43-p-rp-mo-ba3-br100,Sadia Shariq,a year ago,I dont knw from where to start actually! Being an immigrant and having lived in multiple countries (canada is not my first place to live apart from my home country) never ever i have been treated the way i had been treated here in ER! After …
